,text,cleaned,casefolding,stopword,normalisasi,stemming,tokenisasi
117,Ratusan Kelompok Tani di Purbalingga Siap Menangkan Prabowo-Gibran https://t.co/t8XgxdhtZZ,Ratusan Kelompok Tani di Purbalingga Siap Menangkan Prabowo-Gibran,ratusan kelompok tani di purbalingga siap menangkan prabowo-gibran,ratusan kelompok tani purbalingga siap menangkan prabowo-gibran,ratusan kelompok tani purbalingga siap menangkan prabowo-gibran,ratus kelompok tani purbalingga siap menang prabowo-gibran,"['ratus', 'kelompok', 'tani', 'purbalingga', 'siap', 'menang', 'prabowo-gibran']"
118,Pesan singkat oleh Brigjen Egianus Kogoya dari Tentara Pembebasan Nasional Papua Barat Komando Daerah Pertahanan III untuk saudara Prabowo Subianto. https://t.co/4nvrXFM6no,Pesan singkat oleh Brigjen Egianus Kogoya dari Tentara Pembebasan Nasional Papua Barat Komando Daerah Pertahanan III untuk saudara Prabowo Subianto.,pesan singkat oleh brigjen egianus kogoya dari tentara pembebasan nasional papua barat komando daerah pertahanan iii untuk saudara prabowo subianto.,pesan singkat brigjen egianus kogoya tentara pembebasan nasional papua barat komando daerah pertahanan iii saudara prabowo subianto.,pesan singkat brigjen egianus kogoya tentara pembebasan nasional papua barat komando daerah pertahanan iii saudara prabowo subianto .,pesan singkat brigjen egianus kogoya tentara bebas nasional papua barat komando daerah tahan iii saudara prabowo subianto,"['pesan', 'singkat', 'brigjen', 'egianus', 'kogoya', 'tentara', 'bebas', 'nasional', 'papua', 'barat', 'komando', 'daerah', 'tahan', 'iii', 'saudara', 'prabowo', 'subianto']"
119,Prabowo Gibran di Sosmed.. ✊🇮🇩  * survei  @indikatorcoid #projo #jokowi #IndonesiaMaju   #GabungKe02GakDosa https://t.co/oVzxlT0sAq,Prabowo Gibran di Sosmed.. * survei,prabowo gibran di sosmed.. * survei,prabowo gibran sosmed.. * survei,prabowo gibran media sosial .. * survei,prabowo gibran media sosial survei,"['prabowo', 'gibran', 'media', 'sosial', 'survei']"
120,Mengapa Prabowo Gibran mentok dan tidak bisa melewati 50 persen?!  Karena suara Prabowo itu ngambil setengah punya Ganjar dan setengah suaranya diambil Anies..   Makanya suara paling mentok ya 40-45 persen.. https://t.co/d0FZH2X6GO,Mengapa Prabowo Gibran mentok dan tidak bisa melewati persen?! Karena suara Prabowo itu ngambil setengah punya Ganjar dan setengah suaranya diambil Anies.. Makanya suara paling mentok ya - persen..,mengapa prabowo gibran mentok dan tidak bisa melewati persen?! karena suara prabowo itu ngambil setengah punya ganjar dan setengah suaranya diambil anies.. makanya suara paling mentok ya - persen..,prabowo gibran mentok tidak melewati persen?! suara prabowo ngambil setengah punya ganjar setengah suaranya diambil anies.. makanya suara paling mentok - persen..,prabowo gibran mentok tidak melewati persen ? ! suara prabowo mengambil setengah punya ganjar setengah suaranya diambil anies .. makanya suara paling mentok - persen ..,prabowo gibran mentok tidak lewat persen suara prabowo ambil tengah punya ganjar tengah suara ambil anies makanya suara paling mentok - persen,"['prabowo', 'gibran', 'mentok', 'tidak', 'lewat', 'persen', 'suara', 'prabowo', 'ambil', 'tengah', 'punya', 'ganjar', 'tengah', 'suara', 'ambil', 'anies', 'makanya', 'suara', 'paling', 'mentok', '-', 'persen']"
121,"Jelas benar, kenyataannya YangKEREN MasBOWOGBRAN mempunyai cara terbaik utk mengatasi tantangan dan menemukan solusi, bagi menuntaskan masalah rakyat. #GabungKe02GakDosa RakyatMAU YangMENANG @prabowo @prabowogibran02 https://t.co/CTDAUBajH2","Jelas benar, kenyataannya YangKEREN MasBOWOGBRAN mempunyai cara terbaik utk mengatasi tantangan dan menemukan solusi, bagi menuntaskan masalah rakyat. RakyatMAU YangMENANG","jelas benar, kenyataannya yangkeren masbowogbran mempunyai cara terbaik utk mengatasi tantangan dan menemukan solusi, bagi menuntaskan masalah rakyat. rakyatmau yangmenang","jelas benar, kenyataannya yangkeren masbowogbran mempunyai cara terbaik utk mengatasi tantangan menemukan solusi, menuntaskan masalah rakyat. rakyatmau yangmenang","jelas benar , kenyataanya yangkeren masbowogbran mempunyai cara terbaik untuk mengatasi tantangan menemukan solusi , menuntaskan masalah rakyat . rakyatmau yangmenang",jelas benar kenyataanya yangkeren masbowogbran punya cara baik untuk atas tantang temu solusi tuntas masalah rakyat rakyatmau yangmenang,"['jelas', 'benar', 'kenyataanya', 'yangkeren', 'masbowogbran', 'punya', 'cara', 'baik', 'untuk', 'atas', 'tantang', 'temu', 'solusi', 'tuntas', 'masalah', 'rakyat', 'rakyatmau', 'yangmenang']"
122,Elektabilitas Prabowo-Gibran Tembus 50 Persen di Survei SPIN https://t.co/Hd0cVsQUmx,Elektabilitas Prabowo-Gibran Tembus Persen di Survei SPIN,elektabilitas prabowo-gibran tembus persen di survei spin,elektabilitas prabowo-gibran tembus persen survei spin,elektabilitas prabowo-gibran tembus persen survei spin,elektabilitas prabowo-gibran tembus persen survei spin,"['elektabilitas', 'prabowo-gibran', 'tembus', 'persen', 'survei', 'spin']"
123,"Perayaan natal kali ini terasa spesial. Selain karena tahun 2024 merupakan tahun terakhir saya merayakan natal sebagai Menteri BUMN, hadir pula dua tokoh yang selalu menginspirasi hidup saya.  Bapak @prabowo  dan Bapak @YaqutCQoumas  merupakan sosok pemimpin yang memiliki… https://t.co/ExlDlBdNDj","Perayaan natal kali ini terasa spesial. Selain karena tahun merupakan tahun terakhir saya merayakan natal sebagai Menteri BUMN, hadir pula dua tokoh yang selalu menginspirasi hidup saya. Bapak dan Bapak merupakan sosok pemimpin yang memiliki","perayaan natal kali ini terasa spesial. selain karena tahun merupakan tahun terakhir saya merayakan natal sebagai menteri bumn, hadir pula dua tokoh yang selalu menginspirasi hidup saya. bapak dan bapak merupakan sosok pemimpin yang memiliki","perayaan natal kali terasa spesial. karena tahun merupakan tahun terakhir merayakan natal menteri bumn, hadir dua tokoh selalu menginspirasi hidup saya. bapak bapak merupakan sosok pemimpin memiliki","perayaan natal kali rasanya spesial . karena tahun merupakan tahun terakhir merayakan natal menteri badan usaha milik negara , hadir dua tokoh selalu menginspirasi hidup saya . bapak bapak merupakan sosok pemimpin memiliki",raya natal kali rasa spesial karena tahun rupa tahun akhir raya natal menteri badan usaha milik negara hadir dua tokoh selalu inspirasi hidup saya bapak bapak rupa sosok pimpin milik,"['raya', 'natal', 'kali', 'rasa', 'spesial', 'karena', 'tahun', 'rupa', 'tahun', 'akhir', 'raya', 'natal', 'menteri', 'badan', 'usaha', 'milik', 'negara', 'hadir', 'dua', 'tokoh', 'selalu', 'inspirasi', 'hidup', 'saya', 'bapak', 'bapak', 'rupa', 'sosok', 'pimpin', 'milik']"
124,"Jadi gini, Gagasan Pemakzulan Jokowi yang semakin kencang bukan masalah berhasil atau tidaknya memakzulkan Jokowi. Tapi DPR Harus Dibuat Berisik, agar rakyat tahu berbagai pelanggaran2 yg dilakukan oleh rezim Jokowi yang saat ini justru akan dilanjutkan oleh Prabowo. Itu intinya.","Jadi gini, Gagasan Pemakzulan Jokowi yang semakin kencang bukan masalah berhasil atau tidaknya memakzulkan Jokowi. Tapi DPR Harus Dibuat Berisik, agar rakyat tahu berbagai pelanggaran yg dilakukan oleh rezim Jokowi yang saat ini justru akan dilanjutkan oleh Prabowo. Itu intinya.","jadi gini, gagasan pemakzulan jokowi yang semakin kencang bukan masalah berhasil atau tidaknya memakzulkan jokowi. tapi dpr harus dibuat berisik, agar rakyat tahu berbagai pelanggaran yg dilakukan oleh rezim jokowi yang saat ini justru akan dilanjutkan oleh prabowo. itu intinya.","jadi gini, gagasan pemakzulan jokowi semakin kencang bukan masalah berhasil tidaknya memakzulkan jokowi. dpr dibuat berisik, rakyat tahu berbagai pelanggaran yg dilakukan rezim jokowi saat justru dilanjutkan prabowo. intinya.","jadi begini , gagasan pemakzulan jokowi semakin kencang bukan masalah berhasil setidaknya memakzulkan jokowi . dewan perwakilan rakyat dibuat berisik , rakyat tahu berbagai pelanggaran yang dilakukan rezim jokowi saat justru dilanjutkan prabowo . intinya .",jadi begini gagas makzul jokowi makin kencang bukan masalah hasil tidak makzul jokowi dewan wakil rakyat buat berisik rakyat tahu bagai langgar yang laku rezim jokowi saat justru lanjut prabowo inti,"['jadi', 'begini', 'gagas', 'makzul', 'jokowi', 'makin', 'kencang', 'bukan', 'masalah', 'hasil', 'tidak', 'makzul', 'jokowi', 'dewan', 'wakil', 'rakyat', 'buat', 'berisik', 'rakyat', 'tahu', 'bagai', 'langgar', 'yang', 'laku', 'rezim', 'jokowi', 'saat', 'justru', 'lanjut', 'prabowo', 'inti']"
125,"Hanya orang Bodoh yang mau di bodoh bodohi fahri @Fahrihamzah  Brojol anak haram konstitusi di tangan si paman, ditampung Prabowo di timang timang oleh dedengkot para  pecundang.  Uang haram tambang ilegal gimana ceritanya neh??? https://t.co/rD5j652BQ4","Hanya orang Bodoh yang mau di bodoh bodohi fahri Brojol anak haram konstitusi di tangan si paman, ditampung Prabowo di timang timang oleh dedengkot para pecundang. Uang haram tambang ilegal gimana ceritanya neh???","hanya orang bodoh yang mau di bodoh bodohi fahri brojol anak haram konstitusi di tangan si paman, ditampung prabowo di timang timang oleh dedengkot para pecundang. uang haram tambang ilegal gimana ceritanya neh???","orang bodoh mau bodoh bodohi fahri brojol anak haram konstitusi tangan si paman, ditampung prabowo timang timang dedengkot pecundang. uang haram tambang ilegal gimana ceritanya neh???","orang bodoh mau bodoh bodohi fahri brojol anak haram konstitusi tangan sih paman , ditampung prabowo timang timang dedengkot pecundang . uang haram tambang ilegal bagaimana ceritanya nih ? ? ?",orang bodoh mau bodoh bodoh fahri brojol anak haram konstitusi tangan sih paman tampung prabowo timang timang dedengkot cundang uang haram tambang ilegal bagaimana cerita nih,"['orang', 'bodoh', 'mau', 'bodoh', 'bodoh', 'fahri', 'brojol', 'anak', 'haram', 'konstitusi', 'tangan', 'sih', 'paman', 'tampung', 'prabowo', 'timang', 'timang', 'dedengkot', 'cundang', 'uang', 'haram', 'tambang', 'ilegal', 'bagaimana', 'cerita', 'nih']"
126,"aku mau nanya serius ke pendukung 02.   jika prabowo terpilih dan menjadi presiden untuk lima tahun ke depan, berkenankah kalian mengawal janji-janjinya dan mengkritik orang yang kalian pilih saat dia melakukan hal-hal yang tidak sejalan dengan demokrasi? berkenankah kalian…","aku mau nanya serius ke pendukung . jika prabowo terpilih dan menjadi presiden untuk lima tahun ke depan, berkenankah kalian mengawal janji-janjinya dan mengkritik orang yang kalian pilih saat dia melakukan hal-hal yang tidak sejalan dengan demokrasi? berkenankah kalian","aku mau nanya serius ke pendukung . jika prabowo terpilih dan menjadi presiden untuk lima tahun ke depan, berkenankah kalian mengawal janji-janjinya dan mengkritik orang yang kalian pilih saat dia melakukan hal-hal yang tidak sejalan dengan demokrasi? berkenankah kalian","aku mau nanya serius pendukung . prabowo terpilih menjadi presiden lima tahun depan, berkenankah kalian mengawal janji-janjinya mengkritik orang kalian pilih dia melakukan hal-hal tidak sejalan demokrasi? berkenankah kalian","saya mau bertanya serius pendukung . prabowo terpilih menjadi presiden lima tahun depan , berkenankah kalian mengawal janji-janjinya mengkritik orang kalian pilih dia melakukan hal-hal tidak sejalan demokrasi ? berkenankah kalian",saya mau tanya serius dukung prabowo pilih jadi presiden lima tahun depan ken kalian awal janji kritik orang kalian pilih dia laku hal tidak jalan demokrasi ken kalian,"['saya', 'mau', 'tanya', 'serius', 'dukung', 'prabowo', 'pilih', 'jadi', 'presiden', 'lima', 'tahun', 'depan', 'ken', 'kalian', 'awal', 'janji', 'kritik', 'orang', 'kalian', 'pilih', 'dia', 'laku', 'hal', 'tidak', 'jalan', 'demokrasi', 'ken', 'kalian']"
127,Hari ini rombongan Mas Ketum AHY Begerak masuk Jawa Tengah.  Menangkan Demokrat 💙 Menangkan Prabowo ✌️ Menengkan Rakyat 🇮🇩  Tenggelamkan si Pengkhianat 👊 https://t.co/ACQ59TKZKm,Hari ini rombongan Mas Ketum AHY Begerak masuk Jawa Tengah. Menangkan Demokrat Menangkan Prabowo Menengkan Rakyat Tenggelamkan si Pengkhianat,hari ini rombongan mas ketum ahy begerak masuk jawa tengah. menangkan demokrat menangkan prabowo menengkan rakyat tenggelamkan si pengkhianat,hari rombongan mas ketum ahy begerak masuk jawa tengah. menangkan demokrat menangkan prabowo menengkan rakyat tenggelamkan si pengkhianat,hari rombongan mas ketua umum agus harimurti yudhoyono begerak masuk jawa tengah . menangkan demokrat menangkan prabowo menengkan rakyat tenggelamkan sih penghianat,hari rombong mas ketua umum agus harimurti yudhoyono begerak masuk jawa tengah menang demokrat menang prabowo neng rakyat tenggelam sih penghianat,"['hari', 'rombong', 'mas', 'ketua', 'umum', 'agus', 'harimurti', 'yudhoyono', 'begerak', 'masuk', 'jawa', 'tengah', 'menang', 'demokrat', 'menang', 'prabowo', 'neng', 'rakyat', 'tenggelam', 'sih', 'penghianat']"
128,"Jadi gini yg namanya Malin Kundang itu adalah Pengkhianatan dan Kedurhakaan Seoranhg Seorang Anak kepada Ibu.  Jadi sindiran Prabowo itu sesuai konteksnya adlh sangat terlihat ditujukan kpd seorang Jokowi (Anak), yang Durhaka / Berkhianat kepada seorang Ibu (Megawati). Faham ya?","Jadi gini yg namanya Malin Kundang itu adalah Pengkhianatan dan Kedurhakaan Seoranhg Seorang Anak kepada Ibu. Jadi sindiran Prabowo itu sesuai konteksnya adlh sangat terlihat ditujukan kpd seorang Jokowi (Anak), yang Durhaka / Berkhianat kepada seorang Ibu (Megawati). Faham ya?","jadi gini yg namanya malin kundang itu adalah pengkhianatan dan kedurhakaan seoranhg seorang anak kepada ibu. jadi sindiran prabowo itu sesuai konteksnya adlh sangat terlihat ditujukan kpd seorang jokowi (anak), yang durhaka / berkhianat kepada seorang ibu (megawati). faham ya?","jadi gini yg namanya malin kundang adalah pengkhianatan kedurhakaan seoranhg seorang anak ibu. jadi sindiran prabowo sesuai konteksnya adlh sangat terlihat ditujukan kpd seorang jokowi (anak), durhaka / berkhianat seorang ibu (megawati). faham ya?","jadi begini yang namanya malin kundang adalah pengkhianatan kedurhakaan seoranhg seorang anak ibu . jadi sindiran prabowo sesuai konteksnya adalah sangat terlihat ditujukan kepada seorang jokowi ( anak ) , durhaka / berkhianat seorang ibu ( megawati ) . paham iya ?",jadi begini yang nama malin kundang adalah khianat durhaka seoranhg orang anak ibu jadi sindir prabowo sesuai konteks adalah sangat lihat tuju kepada orang jokowi anak durhaka khianat orang ibu megawati paham iya,"['jadi', 'begini', 'yang', 'nama', 'malin', 'kundang', 'adalah', 'khianat', 'durhaka', 'seoranhg', 'orang', 'anak', 'ibu', 'jadi', 'sindir', 'prabowo', 'sesuai', 'konteks', 'adalah', 'sangat', 'lihat', 'tuju', 'kepada', 'orang', 'jokowi', 'anak', 'durhaka', 'khianat', 'orang', 'ibu', 'megawati', 'paham', 'iya']"
129,@killthedj Emang pilpres yg sesungguhnya itu Anies vs Ganjar. Prabowo ini cuma barang selundupan yg didukung banyak bohir 😅,Emang pilpres yg sesungguhnya itu Anies vs Ganjar. Prabowo ini cuma barang selundupan yg didukung banyak bohir,emang pilpres yg sesungguhnya itu anies vs ganjar. prabowo ini cuma barang selundupan yg didukung banyak bohir,emang pilpres yg sesungguhnya anies vs ganjar. prabowo cuma barang selundupan yg didukung banyak bohir,memang pemilihan presiden yang sesungguhnya anies lawan ganjar . prabowo cuma barang selundupan yang didukung banyak bohir,memang pilih presiden yang sungguh anies lawan ganjar prabowo cuma barang selundup yang dukung banyak bohir,"['memang', 'pilih', 'presiden', 'yang', 'sungguh', 'anies', 'lawan', 'ganjar', 'prabowo', 'cuma', 'barang', 'selundup', 'yang', 'dukung', 'banyak', 'bohir']"
130,Coba sebutkan satu saja kader gerindra (selain kakek prabowo) yg layak jadi capres?,Coba sebutkan satu saja kader gerindra (selain kakek prabowo) yg layak jadi capres?,coba sebutkan satu saja kader gerindra (selain kakek prabowo) yg layak jadi capres?,coba sebutkan satu kader gerindra (selain kakek prabowo) yg layak jadi capres?,coba sebutkan satu kader gerindra ( selain kakek prabowo ) yang layak jadi calon presiden ?,coba sebut satu kader gerindra selain kakek prabowo yang layak jadi calon presiden,"['coba', 'sebut', 'satu', 'kader', 'gerindra', 'selain', 'kakek', 'prabowo', 'yang', 'layak', 'jadi', 'calon', 'presiden']"
131,"Instruksi Mas Ketum AHY jelas, all out memenangkan Demokrat &amp  Prabowo Gibran.  Energi itu saya serap, saya transfer ke tim dilapangan. Menang kalah? Itu soak takdir.  Asal jangan seperti pak @aniesbaswedan yg curiga elit akan rekayasa suara.   Mental apa anda pak? https://t.co/Hh73SGaqJo","Instruksi Mas Ketum AHY jelas, all out memenangkan Demokrat &amp Prabowo Gibran. Energi itu saya serap, saya transfer ke tim dilapangan. Menang kalah? Itu soak takdir. Asal jangan seperti pak yg curiga elit akan rekayasa suara. Mental apa anda pak?","instruksi mas ketum ahy jelas, all out memenangkan demokrat &amp prabowo gibran. energi itu saya serap, saya transfer ke tim dilapangan. menang kalah? itu soak takdir. asal jangan seperti pak yg curiga elit akan rekayasa suara. mental apa anda pak?","instruksi mas ketum ahy jelas, all out memenangkan demokrat &amp prabowo gibran. energi serap, saya transfer tim dilapangan. menang kalah? soak takdir. asal jangan pak yg curiga elit rekayasa suara. mental apa pak?","instruksi mas ketua umum agus harimurti yudhoyono jelas , all out memenangkan demokrat & amp prabowo gibran . energi serap , saya transfer tim dilapangan . menang kalah ? soak takdir . asal jangan pak yang curiga elite rekayasa suara . mental apa pak ?",instruksi mas ketua umum agus harimurti yudhoyono jelas all out menang demokrat amp prabowo gibran energi serap saya transfer tim lapang menang kalah soak takdir asal jangan pak yang curiga elite rekayasa suara mental apa pak,"['instruksi', 'mas', 'ketua', 'umum', 'agus', 'harimurti', 'yudhoyono', 'jelas', 'all', 'out', 'menang', 'demokrat', 'amp', 'prabowo', 'gibran', 'energi', 'serap', 'saya', 'transfer', 'tim', 'lapang', 'menang', 'kalah', 'soak', 'takdir', 'asal', 'jangan', 'pak', 'yang', 'curiga', 'elite', 'rekayasa', 'suara', 'mental', 'apa', 'pak']"
132,"Breaking News!! Survei SPIN ■Prabowo-Gibran 50,9%,  ■ GP 23,5% ■AB 18,7%  KEMENANGAN PRABOWO GIBRAN SUDAH DIDEPAN MATA https://t.co/86TQbaYRdn","Breaking News!! Survei SPIN Prabowo-Gibran %, GP % AB % KEMENANGAN PRABOWO GIBRAN SUDAH DIDEPAN MATA","breaking news!! survei spin prabowo-gibran %, gp % ab % kemenangan prabowo gibran sudah didepan mata","breaking news!! survei spin prabowo-gibran %, gp % ab % kemenangan prabowo gibran didepan mata","istirahat berita ! ! survei spin prabowo-gibran % , gp % ab % kemenangan prabowo gibran di depan mata",istirahat berita survei spin prabowo-gibran gp ab menang prabowo gibran di depan mata,"['istirahat', 'berita', 'survei', 'spin', 'prabowo-gibran', 'gp', 'ab', 'menang', 'prabowo', 'gibran', 'di', 'depan', 'mata']"
133,"Kader Leimana makan bareng Prabowo, bajunya dipake Anies. 🤣 https://t.co/VkVTevetED","Kader Leimana makan bareng Prabowo, bajunya dipake Anies.","kader leimana makan bareng prabowo, bajunya dipake anies.","kader leimana makan bareng prabowo, bajunya dipake anies.","kader leimana makan bareng prabowo , bajunya dipakai anies .",kader leimana makan bareng prabowo baju pakai anies,"['kader', 'leimana', 'makan', 'bareng', 'prabowo', 'baju', 'pakai', 'anies']"
